ROLLNO,Programme Code,Scheme No.,Scheme Name,Course No.,COURSE_CODE,COURSENAME,CREDITS,COURSETYPE,CA-I_MARKS,CA-II_MARKS,CA-III_MARKS,CA-IV_MARKS,IA CONSOLIDATEMARKS,TEST-I_MARKS,TEST-II_MARKS,ATTENDANCEMARKS,PCA-I_MARKS,PCA-II_MARKS,PCA_CONSLIDATEMARKS,CAMARKS,ENDSEMMARKS,GRACE,MARKS_TOTAL,GRADE,GDPOINT,REGISTERED_CREDITS,EARN_CREDITS,CUMMULATIVE_CREDITS,EGP,TOTAL_OBTD_MARKS,SGPA,CGPA,YGPA,DGPA,RESULT,PROMOTED_STATUS
M1100,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1996,2301103T,STATISTICS AND INTEGRAL CALCULUS,3,Theory,,,28,,28,2,,2,0,0,0,30,7,,37,F,0,21,18,33,108,452,5.14,5.29,,,F,
M1100,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1997,2301103L,STATISTICS AND INTEGRAL CALCULUS,1,Practical,0,0,0,0,0,0,0,0,,,,18,14,,32,B+,7,21,18,33,108,452,5.14,5.29,,,F,
M1100,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1998,2301102T,ENGINEERING PHYSICS,2,Theory,,,12,,12,8,,8,0,0,0,20,19,,39,B,6,21,18,33,108,452,5.14,5.29,,,F,
M1100,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1999,2301102L,ENGINEERING PHYSICS,1,Practical,0,0,0,0,0,0,0,0,,,,13,19,,32,B+,7,21,18,33,108,452,5.14,5.29,,,F,
M1100,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2000,2307101T,ELECTRICAL AND ELECTRONICS ENGINEERING,2,Theory,,,11,,11,3,,3,0,0,0,14,22,,36,C,5,21,18,33,108,452,5.14,5.29,,,F,
M1100,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2001,2307101L,ELECTRICAL AND ELECTRONICS ENGINEERING,1,Practical,0,0,0,0,0,0,0,0,,,,17,16,,33,B+,7,21,18,33,108,452,5.14,5.29,,,F,
M1100,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2002,2304102T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,13,,13,3,,3,0,0,0,16,17,,33,P,4,21,18,33,108,452,5.14,5.29,,,F,
M1100,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2003,2304102L,ESSENTIALS OF DATA SCIENCE,1,Practical,0,0,0,0,0,0,0,0,,,,17,17,,34,B+,7,21,18,33,108,452,5.14,5.29,,,F,
M1100,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2004,2309162L,FAB LAB,2,Practical,0,0,0,0,0,0,0,0,,,,23,23,,46,B+,7,21,18,33,108,452,5.14,5.29,,,F,
M1100,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2005,2309111T,MANUFACTURING PROCESSES,2,Theory,,,11,,11,4,,4,0,0,0,15,19,,34,P,4,21,18,33,108,452,5.14,5.29,,,F,
M1100,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2046,2301111L,COMMUNICATION SKILLS-ENGLISH,2,Practical,0,0,0,0,0,0,0,0,,,,28,27,,55,A,8,21,18,33,108,452,5.14,5.29,,,F,
M1100,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2050,2307183L,CREATIVE TECHNOLOGIES,2,Practical,0,0,0,0,0,0,0,0,,,,20,21,,41,B,6,21,18,33,108,452,5.14,5.29,,,F,
M170,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1996,2301103T,STATISTICS AND INTEGRAL CALCULUS,3,Theory,,,13,,13,11,,11,0,0,0,24,12,,36,F,0,21,18,39,116,471,5.52,6.19,,,F,
M170,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1997,2301103L,STATISTICS AND INTEGRAL CALCULUS,1,Practical,0,0,0,0,0,0,0,0,,,,14,16,,30,B+,7,21,18,39,116,471,5.52,6.19,,,F,
M170,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1998,2301102T,ENGINEERING PHYSICS,2,Theory,,,9,,9,11,,11,0,0,0,20,28,,48,B+,7,21,18,39,116,471,5.52,6.19,,,F,
M170,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1999,2301102L,ENGINEERING PHYSICS,1,Practical,0,0,0,0,0,0,0,0,,,,16,17,,33,B+,7,21,18,39,116,471,5.52,6.19,,,F,
M170,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2000,2307101T,ELECTRICAL AND ELECTRONICS ENGINEERING,2,Theory,,,10,,10,17,,17,0,0,0,27,27,,54,A,8,21,18,39,116,471,5.52,6.19,,,F,
M170,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2001,2307101L,ELECTRICAL AND ELECTRONICS ENGINEERING,1,Practical,0,0,0,0,0,0,0,0,,,,18,15,,33,B+,7,21,18,39,116,471,5.52,6.19,,,F,
M170,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2002,2304102T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,10,,10,12,,12,0,0,0,22,17,,39,B,6,21,18,39,116,471,5.52,6.19,,,F,
M170,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2003,2304102L,ESSENTIALS OF DATA SCIENCE,1,Practical,0,0,0,0,0,0,0,0,,,,19,12,,31,B+,7,21,18,39,116,471,5.52,6.19,,,F,
M170,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2004,2309162L,FAB LAB,2,Practical,0,0,0,0,0,0,0,0,,,,19,16,,35,C,5,21,18,39,116,471,5.52,6.19,,,F,
M170,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2005,2309111T,MANUFACTURING PROCESSES,2,Theory,,,9,,9,5,,5,0,0,0,14,18,,32,P,4,21,18,39,116,471,5.52,6.19,,,F,
M170,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2046,2301111L,COMMUNICATION SKILLS-ENGLISH,2,Practical,0,0,0,0,0,0,0,0,,,,21,21,,42,B,6,21,18,39,116,471,5.52,6.19,,,F,
M170,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2050,2307183L,CREATIVE TECHNOLOGIES,2,Practical,0,0,0,0,0,0,0,0,,,,31,27,,58,A,8,21,18,39,116,471,5.52,6.19,,,F,
M120,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1996,2301103T,STATISTICS AND INTEGRAL CALCULUS,3,Theory,,,26,,26,7,,7,0,0,0,33,8,,41,F,0,21,18,35,111,465,5.29,6,,,F,
M120,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1997,2301103L,STATISTICS AND INTEGRAL CALCULUS,1,Practical,0,0,0,0,0,0,0,0,,,,15,18,,33,B+,7,21,18,35,111,465,5.29,6,,,F,
M120,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1998,2301102T,ENGINEERING PHYSICS,2,Theory,,,10,,10,9,,9,0,0,0,19,16,,35,C,5,21,18,35,111,465,5.29,6,,,F,
M120,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1999,2301102L,ENGINEERING PHYSICS,1,Practical,0,0,0,0,0,0,0,0,,,,11,21,,32,B+,7,21,18,35,111,465,5.29,6,,,F,
M120,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2000,2307101T,ELECTRICAL AND ELECTRONICS ENGINEERING,2,Theory,,,12,,12,1,,1,0,0,0,13,19,1,33,P,4,21,18,35,111,465,5.29,6,,,F,
M120,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2001,2307101L,ELECTRICAL AND ELECTRONICS ENGINEERING,1,Practical,0,0,0,0,0,0,0,0,,,,16,15,,31,B+,7,21,18,35,111,465,5.29,6,,,F,
M120,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2002,2304102T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,13,,13,10,,10,0,0,0,23,18,,41,B,6,21,18,35,111,465,5.29,6,,,F,
M120,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2003,2304102L,ESSENTIALS OF DATA SCIENCE,1,Practical,0,0,0,0,0,0,0,0,,,,14,21,,35,A,8,21,18,35,111,465,5.29,6,,,F,
M120,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2004,2309162L,FAB LAB,2,Practical,0,0,0,0,0,0,0,0,,,,22,30,,52,B+,7,21,18,35,111,465,5.29,6,,,F,
M120,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2005,2309111T,MANUFACTURING PROCESSES,2,Theory,,,11,,11,6,,6,0,0,0,17,23,,40,B,6,21,18,35,111,465,5.29,6,,,F,
M120,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2046,2301111L,COMMUNICATION SKILLS-ENGLISH,2,Practical,0,0,0,0,0,0,0,0,,,,21,21,,42,B,6,21,18,35,111,465,5.29,6,,,F,
M120,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2050,2307183L,CREATIVE TECHNOLOGIES,2,Practical,0,0,0,0,0,0,0,0,,,,27,23,,50,B+,7,21,18,35,111,465,5.29,6,,,F,
M189,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1996,2301103T,STATISTICS AND INTEGRAL CALCULUS,3,Theory,,,13,,13,0,,0,0,0,0,13,0,,13,F,0,19,0,9,0,79,0,1.35,,,F,
M189,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1997,2301103L,STATISTICS AND INTEGRAL CALCULUS,1,Practical,0,0,0,0,0,0,0,0,,,,0,0,,0,X,0,19,0,9,0,79,0,1.35,,,F,
M189,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1998,2301102T,ENGINEERING PHYSICS,2,Theory,,,904,,0,8,,8,0,0,0,8,16,,24,X,0,19,0,9,0,79,0,1.35,,,F,
M189,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1999,2301102L,ENGINEERING PHYSICS,1,Practical,0,0,0,0,0,0,0,0,,,,0,902,,0,X,0,19,0,9,0,79,0,1.35,,,F,
M189,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2000,2307101T,ELECTRICAL AND ELECTRONICS ENGINEERING,2,Theory,,,904,,0,2,,2,0,0,0,2,0,,2,X,0,19,0,9,0,79,0,1.35,,,F,
M189,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2001,2307101L,ELECTRICAL AND ELECTRONICS ENGINEERING,1,Practical,0,0,0,0,0,0,0,0,,,,4,902,,4,X,0,19,0,9,0,79,0,1.35,,,F,
M189,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2002,2304102T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,904,,0,3,,3,0,0,0,3,10,,13,X,0,19,0,9,0,79,0,1.35,,,F,
M189,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2003,2304102L,ESSENTIALS OF DATA SCIENCE,1,Practical,0,0,0,0,0,0,0,0,,,,10,6,,16,F,0,19,0,9,0,79,0,1.35,,,F,
M189,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2004,2309162L,FAB LAB,2,Practical,0,0,0,0,0,0,0,0,,,,1,902,,1,X,0,19,0,9,0,79,0,1.35,,,F,
M189,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2005,2309111T,MANUFACTURING PROCESSES,2,Theory,,,904,,0,0,,0,0,0,0,0,6,,6,X,0,19,0,9,0,79,0,1.35,,,F,
M189,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2050,2307183L,CREATIVE TECHNOLOGIES,2,Practical,0,0,0,0,0,0,0,0,,,,0,902,,0,X,0,19,0,9,0,79,0,1.35,,,F,
M199,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1996,2301103T,STATISTICS AND INTEGRAL CALCULUS,3,Theory,,,28,,28,4,,4,0,0,0,32,5,,37,F,0,21,14,26,73,377,3.48,3.79,,,F,
M199,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1997,2301103L,STATISTICS AND INTEGRAL CALCULUS,1,Practical,0,0,0,0,0,0,0,0,,,,10,17,,27,B,6,21,14,26,73,377,3.48,3.79,,,F,
M199,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1998,2301102T,ENGINEERING PHYSICS,2,Theory,,,13,,13,10,,10,0,0,0,23,16,,39,B,6,21,14,26,73,377,3.48,3.79,,,F,
M199,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1999,2301102L,ENGINEERING PHYSICS,1,Practical,0,0,0,0,0,0,0,0,,,,15,19,,34,B+,7,21,14,26,73,377,3.48,3.79,,,F,
M199,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2000,2307101T,ELECTRICAL AND ELECTRONICS ENGINEERING,2,Theory,,,10,,10,3,,3,0,0,0,13,14,3,30,P,4,21,14,26,73,377,3.48,3.79,,,F,
M199,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2001,2307101L,ELECTRICAL AND ELECTRONICS ENGINEERING,1,Practical,0,0,0,0,0,0,0,0,,,,15,12,,27,B,6,21,14,26,73,377,3.48,3.79,,,F,
M199,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2002,2304102T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,13,,13,2,,2,0,0,0,15,7,,22,F,0,21,14,26,73,377,3.48,3.79,,,F,
M199,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2003,2304102L,ESSENTIALS OF DATA SCIENCE,1,Practical,0,0,0,0,0,0,0,0,,,,11,15,,26,B,6,21,14,26,73,377,3.48,3.79,,,F,
M199,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2004,2309162L,FAB LAB,2,Practical,0,0,0,0,0,0,0,0,,,,14,19,,33,P,4,21,14,26,73,377,3.48,3.79,,,F,
M199,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2005,2309111T,MANUFACTURING PROCESSES,2,Theory,,,14,,14,0,,0,0,0,0,14,16,,30,P,4,21,14,26,73,377,3.48,3.79,,,F,
M199,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2046,2301111L,COMMUNICATION SKILLS-ENGLISH,2,Practical,0,0,0,0,0,0,0,0,,,,15,15,,30,F,0,21,14,26,73,377,3.48,3.79,,,F,
M199,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2050,2307183L,CREATIVE TECHNOLOGIES,2,Practical,0,0,0,0,0,0,0,0,,,,25,17,,42,B,6,21,14,26,73,377,3.48,3.79,,,F,
M153,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1996,2301103T,STATISTICS AND INTEGRAL CALCULUS,3,Theory,,,23,,23,13,,13,0,0,0,36,30,,66,B+,7,21,21,42,157,580,7.48,7.6,,,P,
M153,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1997,2301103L,STATISTICS AND INTEGRAL CALCULUS,1,Practical,0,0,0,0,0,0,0,0,,,,18,17,,35,A,8,21,21,42,157,580,7.48,7.6,,,P,
M153,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1998,2301102T,ENGINEERING PHYSICS,2,Theory,,,12,,12,17,,17,0,0,0,29,36,,65,A+,9,21,21,42,157,580,7.48,7.6,,,P,
M153,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1999,2301102L,ENGINEERING PHYSICS,1,Practical,0,0,0,0,0,0,0,0,,,,14,22,,36,A,8,21,21,42,157,580,7.48,7.6,,,P,
M153,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2000,2307101T,ELECTRICAL AND ELECTRONICS ENGINEERING,2,Theory,,,12,,12,10,,10,0,0,0,22,29,,51,B+,7,21,21,42,157,580,7.48,7.6,,,P,
M153,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2001,2307101L,ELECTRICAL AND ELECTRONICS ENGINEERING,1,Practical,0,0,0,0,0,0,0,0,,,,17,16,,33,B+,7,21,21,42,157,580,7.48,7.6,,,P,
M153,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2002,2304102T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,13,,13,8,,8,0,0,0,21,21,,42,B,6,21,21,42,157,580,7.48,7.6,,,P,
M153,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2003,2304102L,ESSENTIALS OF DATA SCIENCE,1,Practical,0,0,0,0,0,0,0,0,,,,16,25,,41,A+,9,21,21,42,157,580,7.48,7.6,,,P,
M153,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2004,2309162L,FAB LAB,2,Practical,0,0,0,0,0,0,0,0,,,,31,24,,55,A,8,21,21,42,157,580,7.48,7.6,,,P,
M153,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2005,2309111T,MANUFACTURING PROCESSES,2,Theory,,,13,,13,10,,10,0,0,0,23,25,,48,B+,7,21,21,42,157,580,7.48,7.6,,,P,
M153,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2046,2301111L,COMMUNICATION SKILLS-ENGLISH,2,Practical,0,0,0,0,0,0,0,0,,,,21,21,,42,B,6,21,21,42,157,580,7.48,7.6,,,P,
M153,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2050,2307183L,CREATIVE TECHNOLOGIES,2,Practical,0,0,0,0,0,0,0,0,,,,33,33,,66,A+,9,21,21,42,157,580,7.48,7.6,,,P,
M191,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1996,2301103T,STATISTICS AND INTEGRAL CALCULUS,3,Theory,,,25,,25,2,,2,0,0,0,27,6,,33,F,0,21,14,26,72,365,3.43,3.62,,,F,
M191,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1997,2301103L,STATISTICS AND INTEGRAL CALCULUS,1,Practical,0,0,0,0,0,0,0,0,,,,13,12,,25,C,5,21,14,26,72,365,3.43,3.62,,,F,
M191,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1998,2301102T,ENGINEERING PHYSICS,2,Theory,,,10,,10,6,,6,0,0,0,16,10,,26,F,0,21,14,26,72,365,3.43,3.62,,,F,
M191,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1999,2301102L,ENGINEERING PHYSICS,1,Practical,0,0,0,0,0,0,0,0,,,,9,19,,28,B,6,21,14,26,72,365,3.43,3.62,,,F,
M191,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2000,2307101T,ELECTRICAL AND ELECTRONICS ENGINEERING,2,Theory,,,10,,10,2,,2,0,0,0,12,23,2,37,C,5,21,14,26,72,365,3.43,3.62,,,F,
M191,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2001,2307101L,ELECTRICAL AND ELECTRONICS ENGINEERING,1,Practical,0,0,0,0,0,0,0,0,,,,11,14,,25,C,5,21,14,26,72,365,3.43,3.62,,,F,
M191,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2002,2304102T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,9,,9,8,,8,0,0,0,17,18,,35,C,5,21,14,26,72,365,3.43,3.62,,,F,
M191,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2003,2304102L,ESSENTIALS OF DATA SCIENCE,1,Practical,0,0,0,0,0,0,0,0,,,,12,15,,27,B,6,21,14,26,72,365,3.43,3.62,,,F,
M191,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2004,2309162L,FAB LAB,2,Practical,0,0,0,0,0,0,0,0,,,,14,23,,37,C,5,21,14,26,72,365,3.43,3.62,,,F,
M191,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2005,2309111T,MANUFACTURING PROCESSES,2,Theory,,,13,,13,1,,1,0,0,0,14,18,,32,P,4,21,14,26,72,365,3.43,3.62,,,F,
M191,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2046,2301111L,COMMUNICATION SKILLS-ENGLISH,2,Practical,0,0,0,0,0,0,0,0,,,,21,22,,43,B,6,21,14,26,72,365,3.43,3.62,,,F,
M191,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2050,2307183L,CREATIVE TECHNOLOGIES,2,Practical,0,0,0,0,0,0,0,0,,,,0,17,,17,X,0,21,14,26,72,365,3.43,3.62,,,F,
M1108,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1996,2301103T,STATISTICS AND INTEGRAL CALCULUS,3,Theory,,,17,,17,3,,3,0,0,0,20,7,,27,F,0,21,14,23,71,367,3.38,3.48,,,F,
M1108,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1997,2301103L,STATISTICS AND INTEGRAL CALCULUS,1,Practical,0,0,0,0,0,0,0,0,,,,13,12,,25,C,5,21,14,23,71,367,3.38,3.48,,,F,
M1108,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1998,2301102T,ENGINEERING PHYSICS,2,Theory,,,11,,11,4,,4,0,0,0,15,13,3,31,P,4,21,14,23,71,367,3.38,3.48,,,F,
M1108,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),1999,2301102L,ENGINEERING PHYSICS,1,Practical,0,0,0,0,0,0,0,0,,,,10,21,,31,B+,7,21,14,23,71,367,3.38,3.48,,,F,
M1108,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2000,2307101T,ELECTRICAL AND ELECTRONICS ENGINEERING,2,Theory,,,11,,11,2,,2,0,0,0,13,11,,24,F,0,21,14,23,71,367,3.38,3.48,,,F,
M1108,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2001,2307101L,ELECTRICAL AND ELECTRONICS ENGINEERING,1,Practical,0,0,0,0,0,0,0,0,,,,16,13,,29,B,6,21,14,23,71,367,3.38,3.48,,,F,
M1108,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2002,2304102T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,10,,10,2,,2,0,0,0,12,13,,25,F,0,21,14,23,71,367,3.38,3.48,,,F,
M1108,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2003,2304102L,ESSENTIALS OF DATA SCIENCE,1,Practical,0,0,0,0,0,0,0,0,,,,15,17,,32,B+,7,21,14,23,71,367,3.38,3.48,,,F,
M1108,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2004,2309162L,FAB LAB,2,Practical,0,0,0,0,0,0,0,0,,,,16,20,,36,C,5,21,14,23,71,367,3.38,3.48,,,F,
M1108,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2005,2309111T,MANUFACTURING PROCESSES,2,Theory,,,12,,12,2,,2,0,0,0,14,17,,31,P,4,21,14,23,71,367,3.38,3.48,,,F,
M1108,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2046,2301111L,COMMUNICATION SKILLS-ENGLISH,2,Practical,0,0,0,0,0,0,0,0,,,,16,17,,33,P,4,21,14,23,71,367,3.38,3.48,,,F,
M1108,9,41,B. Tech-Mechanical Engineering-2023-24-Department of Mechanical Engineering (NEP),2050,2307183L,CREATIVE TECHNOLOGIES,2,Practical,0,0,0,0,0,0,0,0,,,,24,19,,43,B,6,21,14,23,71,367,3.38,3.48,,,F,
ROLLNO,Programme Code,Scheme No.,Scheme Name,Course No.,COURSE_CODE,COURSENAME,CREDITS,COURSETYPE,CA-I_MARKS,CA-II_MARKS,CA-III_MARKS,CA-IV_MARKS,IA CONSOLIDATEMARKS,TEST-I_MARKS,TEST-II_MARKS,ATTENDANCEMARKS,PCA-I_MARKS,PCA-II_MARKS,PCA_CONSLIDATEMARKS,CAMARKS,ENDSEMMARKS,GRACE,MARKS_TOTAL,GRADE,GDPOINT,REGISTERED_CREDITS,EARN_CREDITS,CUMMULATIVE_CREDITS,EGP,TOTAL_OBTD_MARKS,SGPA,CGPA,YGPA,DGPA,RESULT,PROMOTED_STATUS
3,4,20,B. Tech-Departmetnt of Computer Engineering-Computer Engineering-2022-23 (CBCS),1178,CV103T,APPLIED MECHANICS,2,Theory,,,12,,12,0,,0,0,0,0,12,3,,15,FF,0,2,0,29,111,392,5.55,4.33,,,F,
10,4,20,B. Tech-Departmetnt of Computer Engineering-Computer Engineering-2022-23 (CBCS),1102,CS104T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,10,,10,5,,5,0,0,0,15,5,,20,FF,0,9,1,27,74,338,3.7,4.05,,,F,
10,4,20,B. Tech-Departmetnt of Computer Engineering-Computer Engineering-2022-23 (CBCS),1177,CH101L,SCIENCE OF NATURE,1,Practical,0,0,0,0,0,0,0,0,,,,12,8,,20,DD,4,9,1,27,74,338,3.7,4.05,,,F,
10,4,20,B. Tech-Departmetnt of Computer Engineering-Computer Engineering-2022-23 (CBCS),1178,CV103T,APPLIED MECHANICS,2,Theory,,,11,,11,2,,2,0,0,0,13,2,,15,FF,0,9,1,27,74,338,3.7,4.05,,,F,
10,4,20,B. Tech-Departmetnt of Computer Engineering-Computer Engineering-2022-23 (CBCS),1193,AS107T,STATISTICS & INTEGRAL CALCULUS,3,Theory,,,30,,30,3,,3,0,0,0,33,5,,38,FF,0,9,1,27,74,338,3.7,4.05,,,F,
10,4,20,B. Tech-Departmetnt of Computer Engineering-Computer Engineering-2022-23 (CBCS),1194,AS107L,STATISTICS & INTEGRAL CALCULUS,1,Practical,0,0,0,0,0,0,0,0,,,,11,902,,11,FF,0,9,1,27,74,338,3.7,4.05,,,F,
12,4,20,B. Tech-Departmetnt of Computer Engineering-Computer Engineering-2022-23 (CBCS),1178,CV103T,APPLIED MECHANICS,2,Theory,,,0,,0,3,,3,0,0,0,3,17,,20,FF,0,2,0,38,116,422,5.8,5.95,,,F,
