ROLLNO,Programme Code,Scheme No.,Scheme Name,Course No.,COURSE_CODE,COURSENAME,CREDITS,COURSETYPE,CA-I_MARKS,CA-II_MARKS,CA-III_MARKS,CA-IV_MARKS,IA CONSOLIDATEMARKS,TEST-I_MARKS,TEST-II_MARKS,ATTENDANCEMARKS,PCA-I_MARKS,PCA-II_MARKS,PCA_CONSLIDATEMARKS,CAMARKS,ENDSEMMARKS,GRACE,MARKS_TOTAL,GRADE,GDPOINT,REGISTERED_CREDITS,EARN_CREDITS,CUMMULATIVE_CREDITS,EGP,TOTAL_OBTD_MARKS,SGPA,CGPA,YGPA,DGPA,RESULT,PROMOTED_STATUS
C132,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1944,2304102T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,14,,14,9,,9,0,0,0,23,35,,58,A,8,22,22,42,204,737,9.27,9.17,,,P,
C132,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1945,2304102L,ESSENTIALS OF DATA SCIENCE,1,Practical,0,0,0,0,0,0,0,0,,,,18,29,,47,O,10,22,22,42,204,737,9.27,9.17,,,P,
C132,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1946,2303101T,APPLIED MECHANICS,2,Theory,,,13,,13,18,,18,0,0,0,31,37,,68,O,10,22,22,42,204,737,9.27,9.17,,,P,
C132,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1947,2303101L,APPLIED MECHANICS,1,Practical,0,0,0,0,0,0,0,0,,,,16,27,,43,A+,9,22,22,42,204,737,9.27,9.17,,,P,
C132,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1948,2309101T,DESIGN THINKING,1,Theory,,,10,,10,,,,0,0,0,10,15,,25,A,8,22,22,42,204,737,9.27,9.17,,,P,
C132,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1949,2309101L,DESIGN THINKING,1,Practical,0,0,0,0,0,0,0,0,,,,15,15,,30,A,8,22,22,42,204,737,9.27,9.17,,,P,
C132,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1950,2304162T,DATA VISUALIZATION,1,Theory,,,14,,14,,,,0,0,0,14,18,,32,O,10,22,22,42,204,737,9.27,9.17,,,P,
C132,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1951,2304162L,DATA VISUALIZATION,1,Practical,0,0,0,0,0,0,0,0,,,,18,18,,36,O,10,22,22,42,204,737,9.27,9.17,,,P,
C132,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1952,2304111T,DISCRETE STRUCTURE,2,Theory,,,14,,14,20,,20,0,0,0,34,30,,64,A+,9,22,22,42,204,737,9.27,9.17,,,P,
C132,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1953,2307183L,CREATIVE TECHNOLOGIES,2,Practical,0,0,0,0,0,0,0,0,,,,33,37,,70,O,10,22,22,42,204,737,9.27,9.17,,,P,
C172,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1940,2301103T,STATISTICS AND INTEGRAL CALCULUS,3,Theory,,,21,,21,10,,10,0,0,0,31,13,7,51,B,6,22,22,42,176,637,8,8.12,,,P,
C172,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1941,2301103L,STATISTICS AND INTEGRAL CALCULUS,1,Practical,0,0,0,0,0,0,0,0,,,,18,21,,39,A,8,22,22,42,176,637,8,8.12,,,P,
C172,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1942,2301104T,SCIENCE OF NATURE,3,Theory,,,25,,25,15,,15,0,0,0,40,33,,73,A,8,22,22,42,176,637,8,8.12,,,P,
C172,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1943,2301104L,SCIENCE OF NATURE,1,Practical,0,0,0,0,0,0,0,0,,,,19,22,,41,A+,9,22,22,42,176,637,8,8.12,,,P,
C172,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1944,2304102T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,12,,12,11,,11,0,0,0,23,19,,42,B,6,22,22,42,176,637,8,8.12,,,P,
C172,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1945,2304102L,ESSENTIALS OF DATA SCIENCE,1,Practical,0,0,0,0,0,0,0,0,,,,17,28,,45,O,10,22,22,42,176,637,8,8.12,,,P,
C172,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1946,2303101T,APPLIED MECHANICS,2,Theory,,,12,,12,19,,19,0,0,0,31,40,,71,O,10,22,22,42,176,637,8,8.12,,,P,
C172,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1947,2303101L,APPLIED MECHANICS,1,Practical,0,0,0,0,0,0,0,0,,,,16,24,,40,A+,9,22,22,42,176,637,8,8.12,,,P,
C172,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1948,2309101T,DESIGN THINKING,1,Theory,,,10,,10,,,,0,0,0,10,14,,24,B+,7,22,22,42,176,637,8,8.12,,,P,
C172,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1949,2309101L,DESIGN THINKING,1,Practical,0,0,0,0,0,0,0,0,,,,16,16,,32,A+,9,22,22,42,176,637,8,8.12,,,P,
C172,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1950,2304162T,DATA VISUALIZATION,1,Theory,,,13,,13,,,,0,0,0,13,16,,29,A+,9,22,22,42,176,637,8,8.12,,,P,
C172,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1951,2304162L,DATA VISUALIZATION,1,Practical,0,0,0,0,0,0,0,0,,,,16,18,,34,A+,9,22,22,42,176,637,8,8.12,,,P,
C172,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1952,2304111T,DISCRETE STRUCTURE,2,Theory,,,13,,13,18,,18,0,0,0,31,20,,51,B+,7,22,22,42,176,637,8,8.12,,,P,
C172,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1953,2307183L,CREATIVE TECHNOLOGIES,2,Practical,0,0,0,0,0,0,0,0,,,,33,32,,65,A+,9,22,22,42,176,637,8,8.12,,,P,
C124,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1940,2301103T,STATISTICS AND INTEGRAL CALCULUS,3,Theory,,,26,,26,18,,18,0,0,0,44,32,,76,A,8,22,22,42,180,658,8.18,8.43,,,P,
C124,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1941,2301103L,STATISTICS AND INTEGRAL CALCULUS,1,Practical,0,0,0,0,0,0,0,0,,,,10,24,,34,B+,7,22,22,42,180,658,8.18,8.43,,,P,
C124,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1942,2301104T,SCIENCE OF NATURE,3,Theory,,,26,,26,16,,16,0,0,0,42,36,,78,A,8,22,22,42,180,658,8.18,8.43,,,P,
C124,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1943,2301104L,SCIENCE OF NATURE,1,Practical,0,0,0,0,0,0,0,0,,,,20,25,,45,O,10,22,22,42,180,658,8.18,8.43,,,P,
C124,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1944,2304102T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,10,,10,12,,12,0,0,0,22,31,,53,A,8,22,22,42,180,658,8.18,8.43,,,P,
C124,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1945,2304102L,ESSENTIALS OF DATA SCIENCE,1,Practical,0,0,0,0,0,0,0,0,,,,16,22,,38,A,8,22,22,42,180,658,8.18,8.43,,,P,
C124,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1946,2303101T,APPLIED MECHANICS,2,Theory,,,14,,14,15,,15,0,0,0,29,28,,57,A,8,22,22,42,180,658,8.18,8.43,,,P,
C124,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1947,2303101L,APPLIED MECHANICS,1,Practical,0,0,0,0,0,0,0,0,,,,14,19,,33,B+,7,22,22,42,180,658,8.18,8.43,,,P,
C124,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1948,2309101T,DESIGN THINKING,1,Theory,,,9,,9,,,,0,0,0,9,14,,23,B+,7,22,22,42,180,658,8.18,8.43,,,P,
C124,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1949,2309101L,DESIGN THINKING,1,Practical,0,0,0,0,0,0,0,0,,,,18,18,,36,O,10,22,22,42,180,658,8.18,8.43,,,P,
C124,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1950,2304162T,DATA VISUALIZATION,1,Theory,,,13,,13,,,,0,0,0,13,14,,27,A,8,22,22,42,180,658,8.18,8.43,,,P,
C124,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1951,2304162L,DATA VISUALIZATION,1,Practical,0,0,0,0,0,0,0,0,,,,18,16,,34,A+,9,22,22,42,180,658,8.18,8.43,,,P,
C124,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1952,2304111T,DISCRETE STRUCTURE,2,Theory,,,13,,13,20,,20,0,0,0,33,25,,58,A,8,22,22,42,180,658,8.18,8.43,,,P,
C124,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1953,2307183L,CREATIVE TECHNOLOGIES,2,Practical,0,0,0,0,0,0,0,0,,,,34,32,,66,A+,9,22,22,42,180,658,8.18,8.43,,,P,
C359,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1940,2301103T,STATISTICS AND INTEGRAL CALCULUS,3,Theory,,,12,,12,3,,3,0,0,0,15,9,,24,F,0,22,13,29,82,421,3.73,4.29,,,F,
C359,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1941,2301103L,STATISTICS AND INTEGRAL CALCULUS,1,Practical,0,0,0,0,0,0,0,0,,,,16,12,,28,B,6,22,13,29,82,421,3.73,4.29,,,F,
C359,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1942,2301104T,SCIENCE OF NATURE,3,Theory,,,24,,24,4,,4,0,0,0,28,25,,53,B,6,22,13,29,82,421,3.73,4.29,,,F,
C359,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1943,2301104L,SCIENCE OF NATURE,1,Practical,0,0,0,0,0,0,0,0,,,,12,12,,24,C,5,22,13,29,82,421,3.73,4.29,,,F,
C359,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1944,2304102T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,7,,7,5,,5,0,0,0,12,10,,22,F,0,22,13,29,82,421,3.73,4.29,,,F,
C359,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1945,2304102L,ESSENTIALS OF DATA SCIENCE,1,Practical,0,0,0,0,0,0,0,0,,,,10,18,,28,B,6,22,13,29,82,421,3.73,4.29,,,F,
C359,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1946,2303101T,APPLIED MECHANICS,2,Theory,,,12,,12,0,,0,0,0,0,12,10,,22,F,0,22,13,29,82,421,3.73,4.29,,,F,
C359,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1947,2303101L,APPLIED MECHANICS,1,Practical,0,0,0,0,0,0,0,0,,,,14,15,,29,B,6,22,13,29,82,421,3.73,4.29,,,F,
C359,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1948,2309101T,DESIGN THINKING,1,Theory,,,9,,9,,,,0,0,0,9,16,,25,A,8,22,13,29,82,421,3.73,4.29,,,F,
C359,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1949,2309101L,DESIGN THINKING,1,Practical,0,0,0,0,0,0,0,0,,,,17,17,,34,A+,9,22,13,29,82,421,3.73,4.29,,,F,
C359,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1950,2304162T,DATA VISUALIZATION,1,Theory,,,11,,11,,,,0,0,0,11,14,,25,A,8,22,13,29,82,421,3.73,4.29,,,F,
C359,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1951,2304162L,DATA VISUALIZATION,1,Practical,0,0,0,0,0,0,0,0,,,,15,16,,31,A,8,22,13,29,82,421,3.73,4.29,,,F,
C359,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1952,2304111T,DISCRETE STRUCTURE,2,Theory,,,9,,9,7,,7,0,0,0,16,17,,33,P,4,22,13,29,82,421,3.73,4.29,,,F,
C359,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1953,2307183L,CREATIVE TECHNOLOGIES,2,Practical,0,0,0,0,0,0,0,0,,,,29,14,,43,F,0,22,13,29,82,421,3.73,4.29,,,F,
C213,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1940,2301103T,STATISTICS AND INTEGRAL CALCULUS,3,Theory,,,21,,21,18,,18,0,0,0,39,29,,68,B+,7,22,22,42,190,692,8.64,8.48,,,P,
C213,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1941,2301103L,STATISTICS AND INTEGRAL CALCULUS,1,Practical,0,0,0,0,0,0,0,0,,,,16,27,,43,A+,9,22,22,42,190,692,8.64,8.48,,,P,
C213,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1942,2301104T,SCIENCE OF NATURE,3,Theory,,,28,,28,18,,18,0,0,0,46,41,,87,A+,9,22,22,42,190,692,8.64,8.48,,,P,
C213,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1943,2301104L,SCIENCE OF NATURE,1,Practical,0,0,0,0,0,0,0,0,,,,20,20,,40,A+,9,22,22,42,190,692,8.64,8.48,,,P,
C213,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1944,2304102T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,14,,14,14,,14,0,0,0,28,31,,59,A,8,22,22,42,190,692,8.64,8.48,,,P,
C213,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1945,2304102L,ESSENTIALS OF DATA SCIENCE,1,Practical,0,0,0,0,0,0,0,0,,,,16,25,,41,A+,9,22,22,42,190,692,8.64,8.48,,,P,
C213,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1946,2303101T,APPLIED MECHANICS,2,Theory,,,14,,14,20,,20,0,0,0,34,40,,74,O,10,22,22,42,190,692,8.64,8.48,,,P,
C213,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1947,2303101L,APPLIED MECHANICS,1,Practical,0,0,0,0,0,0,0,0,,,,16,23,,39,A,8,22,22,42,190,692,8.64,8.48,,,P,
C213,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1948,2309101T,DESIGN THINKING,1,Theory,,,10,,10,,,,0,0,0,10,15,,25,A,8,22,22,42,190,692,8.64,8.48,,,P,
C213,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1949,2309101L,DESIGN THINKING,1,Practical,0,0,0,0,0,0,0,0,,,,12,12,,24,B+,7,22,22,42,190,692,8.64,8.48,,,P,
C213,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1950,2304162T,DATA VISUALIZATION,1,Theory,,,13,,13,,,,0,0,0,13,16,,29,A+,9,22,22,42,190,692,8.64,8.48,,,P,
C213,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1951,2304162L,DATA VISUALIZATION,1,Practical,0,0,0,0,0,0,0,0,,,,15,18,,33,A+,9,22,22,42,190,692,8.64,8.48,,,P,
C213,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1952,2304111T,DISCRETE STRUCTURE,2,Theory,,,14,,14,20,,20,0,0,0,34,26,,60,A+,9,22,22,42,190,692,8.64,8.48,,,P,
C213,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1953,2307183L,CREATIVE TECHNOLOGIES,2,Practical,0,0,0,0,0,0,0,0,,,,33,37,,70,O,10,22,22,42,190,692,8.64,8.48,,,P,
C136,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1940,2301103T,STATISTICS AND INTEGRAL CALCULUS,3,Theory,,,20,,20,13,,13,0,0,0,33,14,6,53,B,6,22,22,42,168,591,7.64,7.57,,,P,
C136,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1941,2301103L,STATISTICS AND INTEGRAL CALCULUS,1,Practical,0,0,0,0,0,0,0,0,,,,15,20,,35,A,8,22,22,42,168,591,7.64,7.57,,,P,
C136,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1942,2301104T,SCIENCE OF NATURE,3,Theory,,,26,,26,15,,15,0,0,0,41,32,,73,A,8,22,22,42,168,591,7.64,7.57,,,P,
C136,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1943,2301104L,SCIENCE OF NATURE,1,Practical,0,0,0,0,0,0,0,0,,,,20,22,,42,A+,9,22,22,42,168,591,7.64,7.57,,,P,
C136,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1944,2304102T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,13,,13,9,,9,0,0,0,22,24,,46,B+,7,22,22,42,168,591,7.64,7.57,,,P,
C136,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1945,2304102L,ESSENTIALS OF DATA SCIENCE,1,Practical,0,0,0,0,0,0,0,0,,,,15,20,,35,A,8,22,22,42,168,591,7.64,7.57,,,P,
C136,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1946,2303101T,APPLIED MECHANICS,2,Theory,,,14,,14,8,,8,0,0,0,22,25,,47,B+,7,22,22,42,168,591,7.64,7.57,,,P,
C136,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1947,2303101L,APPLIED MECHANICS,1,Practical,0,0,0,0,0,0,0,0,,,,12,14,,26,B,6,22,22,42,168,591,7.64,7.57,,,P,
C136,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1948,2309101T,DESIGN THINKING,1,Theory,,,10,,10,,,,0,0,0,10,15,,25,A,8,22,22,42,168,591,7.64,7.57,,,P,
C136,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1949,2309101L,DESIGN THINKING,1,Practical,0,0,0,0,0,0,0,0,,,,16,16,,32,A+,9,22,22,42,168,591,7.64,7.57,,,P,
C136,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1950,2304162T,DATA VISUALIZATION,1,Theory,,,13,,13,,,,0,0,0,13,17,,30,A+,9,22,22,42,168,591,7.64,7.57,,,P,
C136,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1951,2304162L,DATA VISUALIZATION,1,Practical,0,0,0,0,0,0,0,0,,,,16,17,,33,A+,9,22,22,42,168,591,7.64,7.57,,,P,
C136,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1952,2304111T,DISCRETE STRUCTURE,2,Theory,,,14,,14,18,,18,0,0,0,32,18,,50,B+,7,22,22,42,168,591,7.64,7.57,,,P,
C136,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1953,2307183L,CREATIVE TECHNOLOGIES,2,Practical,0,0,0,0,0,0,0,0,,,,31,33,,64,A+,9,22,22,42,168,591,7.64,7.57,,,P,
C179,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1940,2301103T,STATISTICS AND INTEGRAL CALCULUS,3,Theory,,,26,,26,18,,18,0,0,0,44,28,,72,A,8,22,22,42,187,679,8.5,8.81,,,P,
C179,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1941,2301103L,STATISTICS AND INTEGRAL CALCULUS,1,Practical,0,0,0,0,0,0,0,0,,,,17,27,,44,A+,9,22,22,42,187,679,8.5,8.81,,,P,
C179,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1942,2301104T,SCIENCE OF NATURE,3,Theory,,,25,,25,16,,16,0,0,0,41,36,,77,A,8,22,22,42,187,679,8.5,8.81,,,P,
C179,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1943,2301104L,SCIENCE OF NATURE,1,Practical,0,0,0,0,0,0,0,0,,,,17,27,,44,A+,9,22,22,42,187,679,8.5,8.81,,,P,
C179,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1944,2304102T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,13,,13,11,,11,0,0,0,24,27,,51,B+,7,22,22,42,187,679,8.5,8.81,,,P,
C179,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1945,2304102L,ESSENTIALS OF DATA SCIENCE,1,Practical,0,0,0,0,0,0,0,0,,,,18,27,,45,O,10,22,22,42,187,679,8.5,8.81,,,P,
C179,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1946,2303101T,APPLIED MECHANICS,2,Theory,,,11,,11,17,,17,0,0,0,28,38,,66,A+,9,22,22,42,187,679,8.5,8.81,,,P,
C179,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1947,2303101L,APPLIED MECHANICS,1,Practical,0,0,0,0,0,0,0,0,,,,16,21,,37,A,8,22,22,42,187,679,8.5,8.81,,,P,
C179,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1948,2309101T,DESIGN THINKING,1,Theory,,,9,,9,,,,0,0,0,9,19,,28,A+,9,22,22,42,187,679,8.5,8.81,,,P,
C179,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1949,2309101L,DESIGN THINKING,1,Practical,0,0,0,0,0,0,0,0,,,,16,16,,32,A+,9,22,22,42,187,679,8.5,8.81,,,P,
C179,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1950,2304162T,DATA VISUALIZATION,1,Theory,,,14,,14,,,,0,0,0,14,16,,30,A+,9,22,22,42,187,679,8.5,8.81,,,P,
C179,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1951,2304162L,DATA VISUALIZATION,1,Practical,0,0,0,0,0,0,0,0,,,,18,18,,36,O,10,22,22,42,187,679,8.5,8.81,,,P,
C179,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1952,2304111T,DISCRETE STRUCTURE,2,Theory,,,11,,11,20,,20,0,0,0,31,23,,54,A,8,22,22,42,187,679,8.5,8.81,,,P,
C179,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1953,2307183L,CREATIVE TECHNOLOGIES,2,Practical,0,0,0,0,0,0,0,0,,,,32,31,,63,A+,9,22,22,42,187,679,8.5,8.81,,,P,
C162,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1940,2301103T,STATISTICS AND INTEGRAL CALCULUS,3,Theory,,,21,,21,9,,9,0,0,0,30,30,,60,B+,7,22,22,42,175,626,7.95,8.19,,,P,
C162,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1941,2301103L,STATISTICS AND INTEGRAL CALCULUS,1,Practical,0,0,0,0,0,0,0,0,,,,13,22,,35,A,8,22,22,42,175,626,7.95,8.19,,,P,
C162,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1942,2301104T,SCIENCE OF NATURE,3,Theory,,,23,,23,17,,17,0,0,0,40,32,,72,A,8,22,22,42,175,626,7.95,8.19,,,P,
C162,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1943,2301104L,SCIENCE OF NATURE,1,Practical,0,0,0,0,0,0,0,0,,,,18,20,,38,A,8,22,22,42,175,626,7.95,8.19,,,P,
C162,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1944,2304102T,ESSENTIALS OF DATA SCIENCE,2,Theory,,,12,,12,13,,13,0,0,0,25,23,,48,B+,7,22,22,42,175,626,7.95,8.19,,,P,
C162,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1945,2304102L,ESSENTIALS OF DATA SCIENCE,1,Practical,0,0,0,0,0,0,0,0,,,,16,28,,44,A+,9,22,22,42,175,626,7.95,8.19,,,P,
C162,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1946,2303101T,APPLIED MECHANICS,2,Theory,,,12,,12,17,,17,0,0,0,29,35,,64,A+,9,22,22,42,175,626,7.95,8.19,,,P,
C162,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1947,2303101L,APPLIED MECHANICS,1,Practical,0,0,0,0,0,0,0,0,,,,16,23,,39,A,8,22,22,42,175,626,7.95,8.19,,,P,
C162,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1948,2309101T,DESIGN THINKING,1,Theory,,,9,,9,,,,0,0,0,9,15,,24,B+,7,22,22,42,175,626,7.95,8.19,,,P,
C162,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1949,2309101L,DESIGN THINKING,1,Practical,0,0,0,0,0,0,0,0,,,,16,16,,32,A+,9,22,22,42,175,626,7.95,8.19,,,P,
C162,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1950,2304162T,DATA VISUALIZATION,1,Theory,,,14,,14,,,,0,0,0,14,14,,28,A+,9,22,22,42,175,626,7.95,8.19,,,P,
C162,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1951,2304162L,DATA VISUALIZATION,1,Practical,0,0,0,0,0,0,0,0,,,,15,16,,31,A,8,22,22,42,175,626,7.95,8.19,,,P,
C162,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1952,2304111T,DISCRETE STRUCTURE,2,Theory,,,13,,13,20,,20,0,0,0,33,16,,49,B+,7,22,22,42,175,626,7.95,8.19,,,P,
C162,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1953,2307183L,CREATIVE TECHNOLOGIES,2,Practical,0,0,0,0,0,0,0,0,,,,32,30,,62,A+,9,22,22,42,175,626,7.95,8.19,,,P,
C165,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1940,2301103T,STATISTICS AND INTEGRAL CALCULUS,3,Theory,,,22,,22,10,,10,0,0,0,32,29,,61,B+,7,22,22,42,178,649,8.09,8.38,,,P,
C165,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1941,2301103L,STATISTICS AND INTEGRAL CALCULUS,1,Practical,0,0,0,0,0,0,0,0,,,,18,20,,38,A,8,22,22,42,178,649,8.09,8.38,,,P,
C165,4,37,B. Tech-Computer Engineering-2023-24-Department of Computer Engineering (NEP),1942,2301104T,SCIENCE OF NATURE,3,Theory,,,27,,27,15,,15,0,0,0,42,44,,86,A+,9,22,22,42,178,649,8.09,8.38,,,P,
